hhid.code,cluster.id,year,hh.size,age.head,sex.head,wealth.score,wealth.index,education,lat,long,dist.road,dist.pop,dist.market,elevation,hdds12,mdd10,mhdds9,forest.ha,forest.patches
462,9205003,2013,9,70,1,4,Middle,Primary,-10.93,39.4,61.6,67.7,109.7,464,7,6,5,3770.362585,2741
463,9205003,2013,5,66,2,3,Middle,None,-10.93,39.4,61.6,67.7,109.7,464,5,4,3,3770.362585,2741
464,9205003,2013,4,69,2,2,Bottom,None,-10.93,39.4,61.6,67.7,109.7,489,6,5,4,3770.362585,2741
465,9205003,2013,4,42,2,3,Middle,None,-10.93,39.4,61.3,67.8,109.2,479,7,5,5,3770.362585,2741
467,9215007,2013,7,77,1,3,Middle,Primary,-10.73,39.41,40.5,67.6,83,494,7,6,6,13816.25648,3464
468,9215007,2013,3,29,1,4,Middle,Primary,-10.73,39.41,40.7,67.6,83.2,494,9,5,6,13816.25648,3464
469,9215007,2013,6,51,1,3,Middle,Primary,-10.73,39.41,43.4,70.2,84,446,8,7,6,13816.25648,3464
470,9215007,2013,5,39,1,2,Bottom,Primary,-10.73,39.41,43.1,70,83.8,448,4,3,3,13816.25648,3464
471,9215007,2013,2,68,2,3,Middle,None,-10.73,39.41,43,70.1,83.6,447,5,3,4,13816.25648,3464
472,9215007,2013,1,42,1,5,Rich,Primary,-10.73,39.41,43.5,70,84.2,450,7,7,5,13816.25648,3464
473,9216003,2013,4,38,1,3,Middle,Primary,-10.58,39.36,26.1,64.8,73,450,9,7,7,15855.81877,2984
474,9216003,2013,3,42,1,2,Bottom,Primary,-10.58,39.36,26.1,64.8,73,450,3,1,1,15855.81877,2984
475,9216003,2013,1,74,2,1,Bottom,None,-10.58,39.36,26.1,64.8,73,467,5,3,3,15855.81877,2984
477,9216003,2013,8,34,2,1,Bottom,Primary,-10.58,39.36,26.1,64.8,73,450,4,3,3,15855.81877,2984
478,9216003,2013,5,33,1,2,Bottom,Primary,-10.58,39.36,26.1,64.8,73,453,4,4,3,15855.81877,2984
479,9216003,2013,1,73,2,4,Middle,None,-10.58,39.36,26.1,64.8,73,467,5,5,4,15855.81877,2984
480,9216003,2013,4,88,2,3,Middle,None,-10.58,39.36,26.1,64.8,73,455,7,4,4,15855.81877,2984
481,9218005,2013,15,34,1,4,Middle,Primary,-10.83,39.39,52.2,65,98.7,512,10,7,7,8168.177966,4825
482,9218005,2013,4,38,1,4,Middle,Primary,-10.83,39.39,52.3,65.6,98.2,515,11,8,8,8168.177966,4825
483,9218005,2013,5,50,2,5,Rich,Primary,-10.83,39.39,52.5,65.7,98.3,514,5,4,4,8168.177966,4825
484,9218005,2013,6,67,2,2,Bottom,None,-10.83,39.39,52.1,64.9,98.7,512,9,6,7,8168.177966,4825
485,9218005,2013,5,52,2,2,Bottom,None,-10.83,39.39,51.8,65,98.1,519,5,4,3,8168.177966,4825
486,9218005,2013,4,79,1,4,Middle,Primary,-10.83,39.39,52.2,65.2,98.4,512,9,6,6,8168.177966,4825
487,9302007,2013,2,77,2,3,Middle,Primary,-10.78,38.77,2,6.9,133.6,391,8,6,5,205.621095,115
488,9302007,2013,3,71,2,5,Rich,Primary,-10.78,38.77,1.6,7.4,134.2,395,5,3,4,205.621095,115
489,9302007,2013,7,61,2,1,Bottom,Primary,-10.78,38.77,1.7,6.9,133.7,394,5,3,4,205.621095,115
490,9302007,2013,5,43,1,3,Middle,Primary,-10.78,38.77,1.4,7,133.8,390,10,7,7,205.621095,115
491,9311002,2013,2,76,1,3,Middle,None,-10.57,38.93,0.8,23.7,104,330,6,5,4,7053.595446,1194
492,9311002,2013,4,52,1,1,Bottom,Primary,-10.57,38.93,0.8,23.7,104,332,9,6,6,7053.595446,1194
493,9311002,2013,6,55,2,2,Bottom,Primary,-10.57,38.93,0.3,23.5,104.3,325,9,6,6,7053.595446,1194
494,9311002,2013,4,67,1,1,Bottom,Primary,-10.57,38.93,0.2,23.8,104.1,321,6,5,5,7053.595446,1194
495,9311002,2013,2,38,1,2,Bottom,Primary,-10.57,38.93,1.1,24.2,104.1,310,9,7,7,7053.595446,1194
496,9311002,2013,4,38,1,3,Middle,Primary,-10.57,38.93,1.1,24,104.3,310,9,8,6,7053.595446,1194
497,9320004,2013,8,44,1,1,Bottom,Primary,-10.92,38.48,0.2,37.3,164.2,285,7,5,4,3871.440576,1887
498,9320004,2013,2,53,1,2,Bottom,Primary,-10.92,38.48,0.4,37.6,164.5,295,10,6,7,3871.440576,1887
499,9320004,2013,6,58,1,4,Middle,Primary,-10.92,38.48,6,40.4,166.3,328,7,7,6,3871.440576,1887
500,9320004,2013,4,35,1,4,Middle,Primary,-10.92,38.48,5.5,40.1,166.1,321,9,7,6,3871.440576,1887
501,9320004,2013,5,58,2,3,Middle,Primary,-10.92,38.48,0.6,36.6,163.5,281,8,5,5,3871.440576,1887
502,9320004,2013,4,24,1,5,Rich,Primary,-10.92,38.48,0.6,36.7,163.6,281,6,4,4,3871.440576,1887
503,9327004,2013,3,58,2,2,Bottom,None,-10.78,39.11,28.9,34.1,109,428,5,3,3,7028.910333,1837
504,9327004,2013,3,53,1,3,Middle,Primary,-10.78,39.11,28.6,33.7,109.1,414,9,7,6,7028.910333,1837
505,9327004,2013,3,35,2,3,Middle,Primary,-10.78,39.11,28.2,33.5,108.7,409,8,6,6,7028.910333,1837
506,9327004,2013,7,50,1,4,Middle,Primary,-10.78,39.11,28.8,33.8,109.5,414,8,6,5,7028.910333,1837
508,9327004,2013,3,24,1,4,Middle,Primary,-10.78,39.11,28.7,33.6,109.7,406,9,7,6,7028.910333,1837
509,9407003,2013,4,33,1,2,Bottom,Primary,-10.83,39.74,66.5,81.3,82.1,264,10,6,7,8009.582739,5122
510,9407003,2013,2,39,1,1,Bottom,None,-10.83,39.74,66.5,81.3,82.1,268,6,3,5,8009.582739,5122
511,9407003,2013,5,22,1,3,Middle,Secondary,-10.83,39.74,66.5,81.3,82.1,268,7,4,4,8009.582739,5122
512,9407003,2013,9,43,1,3,Middle,Primary,-10.83,39.74,66.5,81.3,82.1,264,5,4,4,8009.582739,5122
513,9407003,2013,7,44,1,1,Bottom,Primary,-10.83,39.74,66.5,81.3,82.1,271,6,5,4,8009.582739,5122
514,9407003,2013,7,51,1,2,Bottom,Primary,-10.83,39.74,66.5,81.3,82.1,268,7,5,5,8009.582739,5122
515,9407003,2013,3,70,2,3,Middle,None,-10.83,39.74,66.5,81.3,82.1,272,7,6,5,8009.582739,5122
516,9411002,2013,2,61,2,3,Middle,None,-10.8,39.52,61.3,77.3,98.8,391,9,7,6,8929.813998,5086
517,9411002,2013,5,44,2,1,Bottom,Primary,-10.8,39.52,61.1,77.3,98.6,386,7,6,6,8929.813998,5086
518,9411002,2013,4,72,2,3,Middle,None,-10.8,39.52,61.2,77.1,98.8,394,7,8,6,8929.813998,5086
519,9411002,2013,1,78,1,3,Middle,None,-10.8,39.52,61.1,77.2,98.7,391,2,1,2,8929.813998,5086
520,9411002,2013,2,61,1,3,Middle,None,-10.8,39.52,61.3,77.2,98.8,391,6,5,4,8929.813998,5086
521,9411002,2013,3,72,1,3,Middle,None,-10.8,39.52,60.9,76.4,98.9,408,3,2,2,8929.813998,5086
522,9411002,2013,4,81,2,2,Bottom,None,-10.8,39.52,61.3,77.6,98.6,386,7,6,6,8929.813998,5086
523,9503001,2013,3,62,1,3,Middle,Primary,-10.33,40.22,1,7.6,7.9,73,7,5,5,12118.1927,2235
524,9503001,2013,5,46,1,2,Bottom,Primary,-10.33,40.22,1,7.6,7.9,32,8,6,5,12118.1927,2235
525,9503001,2013,3,45,1,1,Bottom,Secondary,-10.33,40.22,1,7.6,7.9,34,10,7,7,12118.1927,2235
526,9503001,2013,5,62,1,1,Bottom,None,-10.33,40.22,1,7.6,7.9,77,5,3,4,12118.1927,2235
527,9503001,2013,4,84,2,2,Bottom,None,-10.33,40.22,1,7.6,7.9,35,8,5,5,12118.1927,2235
528,9503001,2013,5,31,1,1,Bottom,Primary,-10.33,40.22,1,7.6,7.9,24,8,7,5,12118.1927,2235
529,9503001,2013,2,84,2,4,Middle,None,-10.33,40.22,1,7.6,7.9,11,9,7,7,12118.1927,2235
530,9512003,2013,1,88,2,2,Bottom,None,-10.31,40.15,1.2,5.6,6.5,20,6,6,5,14291.73663,1619
531,9512003,2013,4,35,1,2,Bottom,None,-10.31,40.15,0.6,5,5.8,31,8,5,5,14291.73663,1619
532,9512003,2013,6,53,1,3,Middle,Primary,-10.31,40.15,1.1,5.6,6.4,36,10,7,7,14291.73663,1619
533,10103004,2013,7,48,1,2,Bottom,Primary,-10.97,37.4,0.1,13.6,193.4,638,10,7,7,257.9346334,479
534,10103004,2013,5,39,2,2,Bottom,Primary,-10.97,37.4,0.1,13.6,193.5,638,6,4,4,257.9346334,479
535,10103004,2013,7,47,1,3,Middle,Primary,-10.97,37.4,0.2,13.7,193.6,638,8,5,5,257.9346334,479
536,10103004,2013,2,51,1,3,Middle,Primary,-10.97,37.4,0.1,14,193.5,639,7,6,6,257.9346334,479
537,10103004,2013,4,30,1,1,Bottom,Primary,-10.97,37.4,0,14.1,193.4,643,11,8,8,257.9346334,479
538,10103004,2013,3,79,1,2,Bottom,None,-10.97,37.4,0.2,14.1,193.1,648,4,3,3,257.9346334,479
539,10103004,2013,6,88,1,2,Bottom,None,-10.97,37.4,0.1,13.4,193.4,639,8,6,5,257.9346334,479
540,10119004,2013,8,46,1,3,Middle,Primary,-11.01,37.27,0.2,17,180.1,545,6,4,3,1413.94085,1210
541,10119004,2013,7,45,1,1,Bottom,Primary,-11.01,37.27,0.1,15.5,182,551,10,8,7,1413.94085,1210
542,10119004,2013,8,55,1,3,Middle,Primary,-11.01,37.27,0.1,15.5,182.1,549,11,8,8,1413.94085,1210
543,10119004,2013,2,83,2,1,Bottom,None,-11.01,37.27,0,15.6,181.8,555,7,5,4,1413.94085,1210
544,10207004,2013,2,28,1,5,Rich,Primary,-11.5,35.61,23.3,87.5,87.7,622,4,3,3,10017.36276,2798
545,10207004,2013,6,53,1,3,Middle,Primary,-11.5,35.61,21.7,88.8,89.1,645,7,5,4,10017.36276,2798
546,10207004,2013,8,64,1,1,Bottom,None,-11.5,35.61,21.8,88.7,89,644,6,4,3,10017.36276,2798
547,10207004,2013,6,51,1,3,Middle,Primary,-11.5,35.61,21.5,89,89.2,644,8,5,5,10017.36276,2798
548,10207004,2013,7,45,1,3,Middle,Primary,-11.5,35.61,23.1,87.8,88,627,8,5,6,10017.36276,2798
549,10207004,2013,5,55,2,4,Middle,None,-11.5,35.61,23,87.9,88.1,626,10,6,7,10017.36276,2798
550,10207004,2013,7,39,1,4,Middle,Primary,-11.5,35.61,22.2,88.5,88.8,630,7,7,4,10017.36276,2798
551,10207004,2013,7,48,1,4,Middle,Primary,-11.5,35.61,23.5,87.3,87.6,616,4,3,3,10017.36276,2798
552,10209003,2013,6,35,1,3,Middle,Primary,-10.57,35.35,14.5,37,36.8,997,9,7,6,12992.71231,1600
553,10209003,2013,7,50,1,1,Bottom,Primary,-10.57,35.35,13.5,36.6,36.4,989,8,5,5,12992.71231,1600
554,10209003,2013,7,41,1,2,Bottom,Primary,-10.57,35.35,13.5,35.7,35.5,987,9,7,6,12992.71231,1600
555,10209003,2013,5,75,1,2,Bottom,Primary,-10.57,35.35,13.6,35.9,35.7,987,8,6,5,12992.71231,1600
556,10209003,2013,4,27,1,3,Middle,Primary,-10.57,35.35,11.5,34.7,34.5,966,7,4,4,12992.71231,1600
557,10209003,2013,5,33,1,2,Bottom,Primary,-10.57,35.35,13.7,33.1,32.9,1010,9,7,6,12992.71231,1600
558,10209003,2013,3,60,1,1,Bottom,Primary,-10.57,35.35,10.5,32.8,32.6,954,6,3,4,12992.71231,1600
559,10214004,2013,7,40,1,3,Middle,Primary,-10.79,35.76,16,18.4,18.7,789,11,7,8,25068.54201,373
560,10214004,2013,7,37,1,1,Bottom,Primary,-10.79,35.76,13.9,16.3,16.5,901,8,4,5,25068.54201,373
562,10214004,2013,6,39,1,3,Middle,Primary,-10.79,35.76,15.2,18.5,18.8,791,4,4,3,25068.54201,373
563,10214004,2013,5,82,1,2,Bottom,Secondary,-10.79,35.76,16.5,19.3,19.6,787,5,4,4,25068.54201,373
564,10214004,2013,6,47,1,1,Bottom,Primary,-10.79,35.76,16.5,19.3,19.6,784,8,5,6,25068.54201,373
565,10214004,2013,5,46,1,1,Bottom,Primary,-10.79,35.76,16.9,19.1,19.4,770,8,5,5,25068.54201,373
566,10313001,2013,3,50,1,2,Bottom,Secondary,-11.32,34.79,1.8,115,115,496,12,10,9,3406.781024,659
567,10313001,2013,5,41,2,1,Bottom,None,-11.32,34.79,1.8,115.1,115.2,521,8,6,6,3406.781024,659
568,10313001,2013,3,62,1,1,Bottom,Primary,-11.32,34.79,2.7,115.4,115.4,489,6,4,3,3406.781024,659
569,10314002,2013,5,36,1,2,Bottom,Primary,-11.17,35,6.4,89.9,89.9,1461,8,5,6,4402.54257,2650
570,10314002,2013,5,63,1,4,Middle,Primary,-11.17,35,6.5,89.9,89.9,1451,8,6,6,4402.54257,2650
571,10314002,2013,6,61,1,2,Bottom,Primary,-11.17,35,8.4,87.4,87.4,1359,8,6,5,4402.54257,2650
572,10314002,2013,6,36,1,2,Bottom,Primary,-11.17,35,8.3,87.2,87.3,1364,6,6,5,4402.54257,2650
573,10314002,2013,5,64,1,3,Middle,Primary,-11.17,35,6.7,88.6,88.6,1436,7,5,5,4402.54257,2650
574,10314002,2013,6,35,1,3,Middle,Primary,-11.17,35,7.9,86.5,86.5,1412,8,4,5,4402.54257,2650
575,10314002,2013,8,37,1,3,Middle,None,-11.17,35,7.9,86.4,86.5,1412,6,5,5,4402.54257,2650
576,10322002,2013,5,51,1,1,Bottom,Primary,-10.99,34.89,4.5,89.9,89.9,1837,8,5,5,5742.753974,3500
577,10322002,2013,3,44,2,2,Bottom,Primary,-10.99,34.89,5.9,89.4,89.4,1876,6,3,4,5742.753974,3500
578,10322002,2013,6,51,1,1,Bottom,Primary,-10.99,34.89,6.7,91.3,91.3,1880,8,5,6,5742.753974,3500
579,10322002,2013,2,42,2,2,Bottom,Primary,-10.99,34.89,7.4,90.9,90.9,1735,8,5,5,5742.753974,3500
580,10322002,2013,1,73,1,2,Bottom,Primary,-10.99,34.89,4.9,87.5,87.5,1812,7,3,4,5742.753974,3500
581,10322002,2013,3,51,2,1,Bottom,None,-10.99,34.89,4.3,87.6,87.6,1841,9,5,6,5742.753974,3500
582,10322002,2013,3,61,2,1,Bottom,Primary,-10.99,34.89,5.5,90.5,90.5,1828,4,3,3,5742.753974,3500
583,10322002,2013,8,32,1,3,Middle,Primary,-10.99,34.89,6.1,88.4,88.4,1646,7,5,5,5742.753974,3500
584,10337001,2013,6,55,1,2,Bottom,Primary,-10.57,34.62,55.7,114.8,114.6,484,9,6,6,3138.728583,966
585,10337001,2013,4,34,1,2,Bottom,Primary,-10.57,34.62,54.3,113.4,113.2,511,8,6,5,3138.728583,966
586,10337001,2013,5,33,1,1,Bottom,Primary,-10.57,34.62,55.1,114.9,114.7,483,7,6,4,3138.728583,966
587,10337001,2013,6,58,2,1,Bottom,Primary,-10.57,34.62,55.1,114.9,114.7,490,8,5,5,3138.728583,966
588,10337001,2013,5,25,1,2,Bottom,Secondary,-10.57,34.62,54.2,113.2,113,505,8,5,5,3138.728583,966
590,10337001,2013,1,60,2,3,Middle,Primary,-10.57,34.62,54.4,113.1,113,517,6,6,5,3138.728583,966
591,10506001,2013,7,46,1,1,Bottom,Primary,-10.48,35.69,0.7,23.7,23.5,1050,10,8,7,5408.505086,2653
592,10506001,2013,6,47,1,2,Bottom,Primary,-10.48,35.69,0.4,22.3,22,1046,9,8,6,5408.505086,2653
593,10506001,2013,2,58,1,1,Bottom,Primary,-10.48,35.69,1.2,21.1,20.9,1035,11,7,8,5408.505086,2653
594,10506001,2013,3,83,1,3,Middle,Primary,-10.48,35.69,0.9,21.4,21.1,1041,8,6,5,5408.505086,2653
595,10506001,2013,2,53,1,4,Middle,Primary,-10.48,35.69,0.3,21.8,21.6,1046,6,5,4,5408.505086,2653
596,10506001,2013,7,46,1,1,Bottom,Primary,-10.48,35.69,0.6,22.6,22.4,1043,10,6,7,5408.505086,2653
597,10506001,2013,6,45,1,4,Middle,Primary,-10.48,35.69,0.8,22.5,22.3,1039,9,8,6,5408.505086,2653
598,10509001,2013,10,40,1,1,Bottom,Primary,-10.1,35.9,26.3,72.2,72,1032,7,6,6,20624.83834,830
599,10509001,2013,6,44,1,4,Middle,Primary,-10.1,35.9,27.8,73.3,73.1,1025,9,5,6,20624.83834,830
600,10509001,2013,7,30,1,5,Rich,Primary,-10.1,35.9,27.7,73.1,72.9,1026,7,5,6,20624.83834,830
601,10509001,2013,7,28,1,2,Bottom,Primary,-10.1,35.9,27.3,72.4,72.2,1028,10,7,7,20624.83834,830
602,10509001,2013,7,39,1,3,Middle,Primary,-10.1,35.9,27,71.8,71.7,1020,6,5,5,20624.83834,830
603,10509001,2013,4,33,1,2,Bottom,Primary,-10.1,35.9,31.9,76.2,76,1041,4,4,3,20624.83834,830
604,10511005,2013,9,36,1,3,Middle,Primary,-10.55,36.32,0.1,71.3,71.3,985,7,6,5,15366.90306,2002
605,10511005,2013,16,53,2,5,Rich,Primary,-10.55,36.32,0,71.3,71.3,985,9,7,6,15366.90306,2002
606,10511005,2013,6,50,1,3,Middle,None,-10.55,36.32,0,71.3,71.4,987,4,2,3,15366.90306,2002
607,10511005,2013,9,49,1,4,Middle,Primary,-10.55,36.32,0.1,71.9,72,982,5,3,2,15366.90306,2002
608,10511005,2013,4,29,1,4,Middle,None,-10.55,36.32,0.1,71.9,72,986,4,3,3,15366.90306,2002
609,10511005,2013,3,80,1,3,Middle,None,-10.55,36.32,0.1,71.6,71.6,986,6,4,5,15366.90306,2002
610,10511005,2013,6,40,1,4,Middle,Primary,-10.55,36.32,0.1,71.7,71.7,983,5,4,4,15366.90306,2002
611,11102005,2013,3,72,1,5,Rich,None,-7.68,35.74,4.6,10.4,9.6,1425,4,5,3,113.7261572,216
612,11102005,2013,6,53,1,3,Middle,Primary,-7.68,35.74,4.3,10.2,9.4,1435,11,8,8,113.7261572,216
613,11102005,2013,1,69,2,1,Bottom,None,-7.68,35.74,4.2,10.2,9.4,1435,8,6,5,113.7261572,216
614,11102005,2013,2,57,2,5,Rich,None,-7.68,35.74,4.2,10,9.2,1428,3,2,2,113.7261572,216
615,11102005,2013,1,78,2,1,Bottom,None,-7.68,35.74,0.3,9.3,8.7,1500,9,7,6,113.7261572,216
616,11102005,2013,4,58,1,1,Bottom,None,-7.68,35.74,6.9,12.2,11.4,1402,8,7,5,113.7261572,216
617,11102005,2013,8,41,1,4,Middle,Primary,-7.68,35.74,6.3,11.5,10.7,1416,10,6,7,113.7261572,216
618,11112002,2013,3,56,1,3,Middle,Secondary,-7.94,35.06,44.4,71,70.9,1048,11,10,8,1505.393349,1100
619,11112002,2013,10,60,1,4,Middle,Primary,-7.94,35.06,43.7,70.6,70.5,1054,7,4,4,1505.393349,1100
620,11112002,2013,1,45,2,4,Middle,Primary,-7.94,35.06,43.6,70.5,70.5,1057,7,5,4,1505.393349,1100
621,11112002,2013,2,87,1,2,Bottom,Primary,-7.94,35.06,43.6,71.8,71.7,1062,7,4,4,1505.393349,1100
622,11112002,2013,4,40,1,1,Bottom,Primary,-7.94,35.06,43.7,71.9,71.8,1060,6,5,4,1505.393349,1100
623,11112002,2013,3,61,1,2,Bottom,Primary,-7.94,35.06,43.8,73.7,73.7,1087,7,6,4,1505.393349,1100
624,11112002,2013,8,47,1,2,Bottom,Primary,-7.94,35.06,43.7,71.1,71.1,1054,7,5,5,1505.393349,1100
625,11210004,2013,6,48,1,2,Bottom,Primary,-8.55,34.84,13.4,34.3,125.2,1381,11,7,8,984.3390572,881
626,11210004,2013,5,45,1,3,Middle,Primary,-8.55,34.84,14,37.8,121.5,1480,6,5,4,984.3390572,881
627,11210004,2013,7,59,1,1,Bottom,None,-8.55,34.84,16,35.1,126.5,1467,7,6,4,984.3390572,881
628,11210004,2013,8,39,1,2,Bottom,Secondary,-8.55,34.84,15.8,34.8,126.7,1461,9,8,6,984.3390572,881
629,11212001,2013,4,38,1,1,Bottom,Primary,-8.4,34.75,32.9,47.6,130.3,1249,8,6,5,199.8773716,426
630,11212001,2013,6,38,1,4,Middle,Primary,-8.4,34.75,30,49.6,123,1292,11,9,8,199.8773716,426
631,11212001,2013,8,48,1,5,Rich,Primary,-8.4,34.75,31.2,47.8,127.3,1287,9,7,6,199.8773716,426
632,11212001,2013,9,52,1,2,Bottom,Primary,-8.4,34.75,31,47.6,127.3,1287,4,5,3,199.8773716,426
633,11212001,2013,7,52,1,1,Bottom,Primary,-8.4,34.75,30.4,46,128.9,1284,9,7,6,199.8773716,426
634,11212001,2013,3,44,2,4,Middle,Primary,-8.4,34.75,30.1,45.9,128.5,1302,5,4,3,199.8773716,426
635,11212001,2013,4,19,1,4,Middle,Primary,-8.4,34.75,34.8,53.6,123.8,1202,8,7,6,199.8773716,426
636,11212001,2013,9,61,1,5,Rich,Primary,-8.4,34.75,29.1,46.4,126.4,1330,9,7,6,199.8773716,426
637,11228002,2013,7,43,1,4,Middle,Primary,-8.52,35.35,17.7,66.5,91.3,2003,10,7,7,15941.95098,2077
638,11228002,2013,3,44,1,5,Rich,None,-8.52,35.35,19.9,66.2,93,2031,9,7,6,15941.95098,2077
639,11228002,2013,5,36,1,5,Rich,Primary,-8.52,35.35,19.8,66.1,92.9,2018,9,7,6,15941.95098,2077
641,11228002,2013,6,62,2,4,Middle,Primary,-8.52,35.35,19.4,66.6,92.2,2029,8,7,5,15941.95098,2077
642,11228005,2013,4,59,1,3,Middle,Primary,-8.55,35.34,21.3,63.8,96.2,1988,8,6,5,17327.26125,1920
643,11228005,2013,5,40,1,4,Middle,Primary,-8.55,35.34,20.9,63.8,96,1998,8,5,5,17327.26125,1920
644,11228005,2013,3,21,2,4,Middle,Secondary,-8.55,35.34,20.8,63.7,96,1993,9,7,6,17327.26125,1920
645,11228005,2013,5,35,1,2,Bottom,Primary,-8.55,35.34,20.5,65.2,94.3,1996,10,7,7,17327.26125,1920
646,11228005,2013,2,52,1,2,Bottom,Primary,-8.55,35.34,21.8,67.4,92.8,1963,10,6,7,17327.26125,1920
647,11228005,2013,5,56,1,1,Bottom,Secondary,-8.55,35.34,18.4,66.4,91.8,2015,8,5,5,17327.26125,1920
648,11401001,2013,3,59,2,2,Bottom,Primary,-9.28,34.72,9,11,144.8,1986,9,6,6,3568.975425,2402
649,11401001,2013,5,60,1,3,Middle,Primary,-9.28,34.72,6.7,8.3,147.4,1976,10,6,7,3568.975425,2402
650,11401001,2013,6,53,1,3,Middle,Primary,-9.28,34.72,6.1,7.5,147.4,1998,12,9,9,3568.975425,2402
651,11401001,2013,2,66,2,1,Bottom,None,-9.28,34.72,5.2,6.6,148.2,1976,7,4,4,3568.975425,2402
652,11401001,2013,4,84,1,2,Bottom,None,-9.28,34.72,8.1,9.5,145.3,1978,8,5,5,3568.975425,2402
653,11401001,2013,8,38,1,3,Middle,Primary,-9.28,34.72,6.2,7.8,147.8,1971,10,7,7,3568.975425,2402
654,11401001,2013,5,87,2,4,Middle,None,-9.28,34.72,6.7,8.3,147.2,1980,11,9,8,3568.975425,2402
655,11401001,2013,3,40,1,5,Rich,Secondary,-9.28,34.72,3.2,5.3,151.1,1917,10,7,7,3568.975425,2402
656,11412003,2013,2,75,1,5,Rich,Primary,-9.07,34.79,0.8,19.8,154.7,1815,6,6,4,773.6253025,771
657,11412003,2013,8,31,1,5,Rich,Primary,-9.07,34.79,0.1,20.4,153.3,1832,12,9,9,773.6253025,771
658,11412003,2013,3,90,2,5,Rich,None,-9.07,34.79,0.2,20.9,152.4,1818,8,6,5,773.6253025,771
659,11412003,2013,6,38,1,5,Rich,Primary,-9.07,34.79,0.4,22,152,1813,9,7,6,773.6253025,771
660,11412003,2013,4,41,1,4,Middle,Primary,-9.07,34.79,2.5,21.4,149.9,1768,6,5,4,773.6253025,771
661,11503001,2013,5,46,1,4,Middle,Primary,-9.82,34.45,62.3,62.8,150.1,1608,7,5,5,12806.65322,1861
662,11503001,2013,4,38,2,1,Bottom,Primary,-9.82,34.45,63.6,64.5,153.4,1651,10,6,7,12806.65322,1861
663,11503001,2013,6,41,1,5,Rich,Secondary,-9.82,34.45,63.6,64.3,152.3,1667,7,4,4,12806.65322,1861
664,11503001,2013,5,32,1,4,Middle,Primary,-9.82,34.45,63.3,63.9,151.8,1647,8,6,5,12806.65322,1861
665,11503001,2013,4,54,1,5,Rich,Primary,-9.82,34.45,62.5,63.1,151.4,1628,8,5,6,12806.65322,1861
666,11503001,2013,4,40,1,4,Middle,Primary,-9.82,34.45,63.8,64.8,154,1665,9,5,7,12806.65322,1861
667,11503001,2013,4,33,1,4,Middle,Primary,-9.82,34.45,64,65,153.7,1683,9,5,6,12806.65322,1861
668,11503001,2013,2,71,2,4,Middle,Primary,-9.82,34.45,64.3,65.4,154.4,1695,4,3,3,12806.65322,1861
669,11518002,2013,12,33,1,3,Middle,Primary,-10.08,34.58,82,86.6,136.2,1014,9,6,7,19237.67594,487
670,11518002,2013,5,56,1,3,Middle,Primary,-10.08,34.58,81.3,85.8,137.4,759,4,3,3,19237.67594,487
671,11518002,2013,2,88,2,3,Middle,None,-10.08,34.58,82.9,87.5,136.5,1004,4,3,3,19237.67594,487
672,11518002,2013,7,37,1,3,Middle,Primary,-10.08,34.58,79.8,84.9,134.5,991,6,5,5,19237.67594,487
673,11518002,2013,4,58,1,1,Bottom,Primary,-10.08,34.58,79.5,84.4,135.1,961,8,6,6,19237.67594,487
674,11518002,2013,14,69,1,1,Bottom,Primary,-10.08,34.58,82.8,87.4,136.1,1005,9,6,6,19237.67594,487
675,11518002,2013,4,33,1,2,Bottom,Secondary,-10.08,34.58,82.4,87.2,135.3,1021,8,6,5,19237.67594,487
676,11518002,2013,5,29,1,5,Rich,Primary,-10.08,34.58,83.1,88,134.6,1161,6,7,5,19237.67594,487
677,11706009,2013,2,45,2,5,Rich,Primary,-7.51,36.44,0.1,61.8,84.8,572,10,6,7,2464.173628,684
678,11706009,2013,3,34,1,4,Middle,Primary,-7.51,36.44,0.9,59.8,87.2,567,8,5,5,2464.173628,684
679,11706009,2013,6,35,1,4,Middle,Primary,-7.51,36.44,0.8,59.8,87.3,567,9,8,6,2464.173628,684
680,11706009,2013,4,48,2,5,Rich,Primary,-7.51,36.44,0.9,59.7,87.3,566,6,5,4,2464.173628,684
681,11706009,2013,6,33,1,2,Bottom,Primary,-7.51,36.44,0.6,60,87.2,568,9,6,6,2464.173628,684
682,11706009,2013,7,38,2,5,Rich,Primary,-7.51,36.44,0.9,59.7,87.5,566,9,6,6,2464.173628,684
683,11706009,2013,6,49,1,3,Middle,Primary,-7.51,36.44,0.8,59.8,87.2,564,11,9,8,2464.173628,684
684,11706009,2013,7,50,1,4,Middle,Primary,-7.51,36.44,0.8,64.4,81.5,575,9,6,6,2464.173628,684
685,12103002,2013,6,32,1,4,Middle,Primary,-7.79,33.41,4.2,112.4,123.9,1441,5,3,3,15257.75665,1747
686,12103002,2013,6,36,1,1,Bottom,Secondary,-7.79,33.41,5,110.4,121.8,1460,8,6,5,15257.75665,1747
687,12103002,2013,6,42,1,5,Rich,Primary,-7.79,33.41,4.4,113,124.7,1444,9,5,6,15257.75665,1747
688,12103002,2013,7,34,1,5,Rich,Primary,-7.79,33.41,3.5,109.9,120.5,1424,8,7,5,15257.75665,1747
689,12103002,2013,7,36,2,5,Rich,Primary,-7.79,33.41,3.3,110.2,120.8,1427,9,7,6,15257.75665,1747
