hhid.code,cluster.id,year,hh.size,age.head,sex.head,wealth.score,wealth.index,education,lat,long,dist.road,dist.pop,dist.market,elevation,hdds12,mdd10,mhdds9,forest.ha,forest.patches
1,1114002,2013,4,72,1,1,Bottom,None,-5.09,35.85,1.2,23,87.8,1197,6,3,4,567.6722705,317
2,1114002,2013,4,40,1,1,Bottom,Primary,-5.09,35.85,0.1,23.5,87.7,1193,5,3,2,567.6722705,317
3,1114002,2013,8,53,1,4,Middle,Secondary,-5.09,35.85,0,23.4,87.5,1199,9,8,6,567.6722705,317
4,1114002,2013,5,34,1,5,Rich,None,-5.09,35.85,0.4,23.4,87.4,1200,8,6,5,567.6722705,317
5,1114002,2013,5,54,2,3,Middle,None,-5.09,35.85,0.3,23.3,87.3,1200,4,2,2,567.6722705,317
6,1114002,2013,5,34,1,1,Bottom,None,-5.09,35.85,1.2,21.9,84.9,1239,7,5,4,567.6722705,317
7,1114002,2013,8,71,1,1,Bottom,None,-5.09,35.85,0,22.8,87,1207,4,3,3,567.6722705,317
8,1114002,2013,5,59,1,2,Bottom,None,-5.09,35.85,0.2,22.6,86.6,1213,3,2,2,567.6722705,317
9,1203003,2013,2,46,1,1,Bottom,Primary,-6.46,36.72,35.4,54.3,27.3,1055,11,8,8,5988.256975,1568
10,1203003,2013,10,50,1,2,Bottom,Primary,-6.46,36.72,33.3,56.2,26.5,1053,6,6,5,5988.256975,1568
12,1203003,2013,7,39,1,2,Bottom,Primary,-6.46,36.72,35.5,53.7,28.1,1070,11,8,8,5988.256975,1568
13,1203003,2013,6,35,1,1,Bottom,Primary,-6.46,36.72,35.1,53.6,28.5,1077,9,7,6,5988.256975,1568
15,1217003,2013,6,53,1,4,Middle,None,-6.61,36.51,52.4,58,30.4,933,7,6,5,721.7424713,571
16,1217003,2013,5,52,2,1,Bottom,Primary,-6.61,36.51,52.1,58.4,30.3,929,5,5,3,721.7424713,571
17,1217003,2013,7,40,2,2,Bottom,None,-6.61,36.51,51.9,58.5,30.3,935,4,4,3,721.7424713,571
18,1217003,2013,12,38,1,5,Rich,None,-6.61,36.51,52.2,57.7,31,943,10,8,7,721.7424713,571
19,1217003,2013,6,47,1,2,Bottom,Primary,-6.61,36.51,55.4,57.9,27.4,884,6,5,3,721.7424713,571
20,1217003,2013,7,33,1,1,Bottom,None,-6.61,36.51,56.8,56.2,28.2,942,4,4,3,721.7424713,571
21,1217003,2013,4,39,1,1,Bottom,Primary,-6.61,36.51,56.4,56.8,27.7,918,3,2,2,721.7424713,571
22,1313004,2013,8,54,1,1,Bottom,Primary,-6.18,36.48,15.2,81.2,14,1177,8,5,6,723.8058122,204
23,1313004,2013,6,47,2,1,Bottom,Primary,-6.18,36.48,12.4,79.9,16.9,1093,6,6,4,723.8058122,204
24,1313004,2013,4,44,1,1,Bottom,Primary,-6.18,36.48,15.1,81.5,14.1,1169,6,6,4,723.8058122,204
25,1313004,2013,5,36,2,1,Bottom,Primary,-6.18,36.48,14.7,81.1,14.5,1154,8,7,5,723.8058122,204
26,1313004,2013,7,46,1,2,Bottom,Primary,-6.18,36.48,14.6,80.2,14.7,1163,8,7,5,723.8058122,204
27,1431001,2013,4,71,2,3,Middle,None,-6.38,35.65,9.4,23.2,91,1050,3,3,2,97.52192402,92
28,1431001,2013,5,69,1,4,Middle,Primary,-6.38,35.65,9.2,22.4,90.8,1056,6,5,3,97.52192402,92
29,1431001,2013,7,82,2,1,Bottom,None,-6.38,35.65,8.1,23,89.7,1066,10,8,7,97.52192402,92
31,1438003,2013,4,37,2,3,Middle,Primary,-5.95,35.24,3.3,58.3,142.2,834,8,6,5,0,0
32,1438003,2013,4,69,1,1,Bottom,Primary,-5.95,35.24,4.5,59.1,143.1,835,5,5,4,0,0
33,1438003,2013,7,40,1,1,Bottom,Primary,-5.95,35.24,5,59.5,143.5,834,11,10,8,0,0
34,1438003,2013,7,43,1,2,Bottom,Primary,-5.95,35.24,5.6,58.8,142.8,831,3,2,2,0,0
35,1438003,2013,3,58,1,2,Bottom,Primary,-5.95,35.24,6.8,59.5,143.7,830,11,9,8,0,0
36,1438003,2013,7,51,1,2,Bottom,Primary,-5.95,35.24,6.9,61.3,145.4,831,8,7,6,0,0
37,1438003,2013,5,54,1,2,Bottom,Primary,-5.95,35.24,6.9,58.2,142.4,828,6,5,4,0,0
38,1438003,2013,4,44,2,5,Rich,None,-5.95,35.24,7.6,58.3,142.5,828,6,3,3,0,0
39,1509003,2013,11,50,2,1,Bottom,Primary,-5.99,35.85,12.3,25.8,79.9,1067,9,6,6,0,0
40,1509003,2013,6,35,1,1,Bottom,Primary,-5.99,35.85,13.7,27.7,79.8,1054,4,3,3,0,0
41,1509003,2013,5,32,2,1,Bottom,Primary,-5.99,35.85,14.2,28.2,79.5,1050,6,5,4,0,0
42,1509003,2013,5,31,1,2,Bottom,Primary,-5.99,35.85,12.4,26,79.9,1067,6,6,4,0,0
43,1509003,2013,12,72,1,1,Bottom,None,-5.99,35.85,12.6,21.6,76.3,1046,4,3,2,0,0
44,1509003,2013,4,58,1,3,Middle,Primary,-5.99,35.85,11.1,22.3,78.7,1059,10,9,7,0,0
45,1509003,2013,5,34,1,1,Bottom,None,-5.99,35.85,11.5,22.7,78.5,1058,9,7,6,0,0
46,1509003,2013,2,81,1,3,Middle,None,-5.99,35.85,12.1,26.1,80.4,1075,3,2,2,0,0
47,1510004,2013,4,63,1,3,Middle,None,-5.95,35.92,18.5,32.1,77.4,1051,7,5,4,336.4966654,28
48,1510004,2013,6,48,1,3,Middle,Primary,-5.95,35.92,20.4,33,75.3,1048,4,4,3,336.4966654,28
49,1510004,2013,5,28,1,4,Middle,None,-5.95,35.92,20.7,33.5,75.6,1050,9,7,6,336.4966654,28
50,1510004,2013,7,69,2,3,Middle,None,-5.95,35.92,19.6,32.9,76.6,1055,3,2,2,336.4966654,28
51,1510004,2013,4,63,2,4,Middle,Primary,-5.95,35.92,19.4,32.5,76.3,1051,6,4,4,336.4966654,28
52,1510004,2013,3,35,2,5,Rich,None,-5.95,35.92,18.9,32,76.6,1049,6,5,5,336.4966654,28
53,1510004,2013,9,44,1,1,Bottom,None,-5.95,35.92,16.9,34,79.4,1072,3,2,2,336.4966654,28
54,1529002,2013,5,81,1,3,Middle,None,-6.06,35.52,0.8,32.7,116.3,982,7,5,5,36.93208872,69
55,1529002,2013,1,59,1,1,Bottom,Primary,-6.06,35.52,4.6,26.6,111,963,6,5,4,36.93208872,69
56,1529002,2013,5,34,1,1,Bottom,Primary,-6.06,35.52,4.1,22.8,107.2,1017,9,8,7,36.93208872,69
57,1529002,2013,2,39,1,1,Bottom,None,-6.06,35.52,4.1,27,111.2,965,6,5,4,36.93208872,69
58,1529002,2013,4,57,1,2,Bottom,Primary,-6.06,35.52,3.1,26.4,110.6,980,6,4,4,36.93208872,69
59,1529002,2013,7,38,1,3,Middle,None,-6.06,35.52,0.2,23.9,107.5,1026,7,6,4,36.93208872,69
60,2110001,2013,3,44,1,1,Bottom,None,-3.2,35.93,26.5,80.9,80.2,1018,3,2,2,6698.437789,102
61,2110001,2013,5,61,2,5,Rich,None,-3.2,35.93,22.3,80.6,79.9,1052,5,2,3,6698.437789,102
62,2110001,2013,5,66,2,1,Bottom,None,-3.2,35.93,18.1,81.6,81,1037,10,8,7,6698.437789,102
63,2110001,2013,9,64,1,2,Bottom,Secondary,-3.2,35.93,19.2,82.7,82.1,1045,8,5,5,6698.437789,102
64,2110001,2013,7,46,1,2,Bottom,Primary,-3.2,35.93,20.3,83.1,82.5,1057,10,7,7,6698.437789,102
65,2111001,2013,8,56,1,1,Bottom,Primary,-3,36.01,43.3,88,87.3,889,10,7,7,387.4024924,75
66,2111001,2013,7,41,1,5,Rich,None,-3,36.01,45,87.7,87,873,10,7,7,387.4024924,75
67,2111001,2013,6,76,1,2,Bottom,Primary,-3,36.01,43.5,87.5,86.8,877,4,3,2,387.4024924,75
68,2111001,2013,2,57,2,1,Bottom,Primary,-3,36.01,42.5,88.2,87.5,905,8,5,5,387.4024924,75
69,2111001,2013,4,46,2,2,Bottom,None,-3,36.01,42,88,87.3,910,6,4,3,387.4024924,75
70,2111001,2013,3,71,2,3,Middle,None,-3,36.01,41,87.5,86.8,922,1,1,1,387.4024924,75
71,2111001,2013,6,35,1,4,Middle,None,-3,36.01,41.3,86.1,85.4,874,8,5,5,387.4024924,75
72,2212001,2013,4,42,1,5,Rich,Primary,-3.42,36.84,2.5,20.6,21.2,1118,8,6,5,1568.781368,852
73,2212001,2013,5,49,1,2,Bottom,Primary,-3.42,36.84,2.4,19.2,19.8,1140,11,8,8,1568.781368,852
74,2212001,2013,7,61,1,1,Bottom,Primary,-3.42,36.84,3,20.7,21.3,1105,10,7,7,1568.781368,852
75,2212001,2013,7,58,1,4,Middle,Primary,-3.42,36.84,3.4,20.3,21.3,1096,12,8,9,1568.781368,852
76,2212001,2013,4,29,1,1,Bottom,Primary,-3.42,36.84,3.3,20.3,21.3,1094,12,8,9,1568.781368,852
77,2212001,2013,8,52,1,1,Bottom,Primary,-3.42,36.84,1.8,19.6,20.2,1139,12,9,9,1568.781368,852
78,2309002,2013,7,43,1,1,Bottom,Primary,-3.48,36.7,10.2,11.9,12.6,1249,10,7,7,109.7155036,141
79,2309002,2013,7,52,1,1,Bottom,None,-3.48,36.7,9.3,11.2,11.9,1211,9,6,6,109.7155036,141
80,2309002,2013,2,30,1,1,Bottom,Primary,-3.48,36.7,7.4,8.4,9.1,1291,11,10,8,109.7155036,141
81,2309002,2013,3,32,1,1,Bottom,Primary,-3.48,36.7,10.5,11.8,12.5,1242,9,7,6,109.7155036,141
82,2309002,2013,7,38,2,1,Bottom,None,-3.48,36.7,16,13.9,18.3,1107,7,5,4,109.7155036,141
84,2401001,2013,5,38,2,1,Bottom,Primary,-3.36,35.8,0.4,94.4,94.8,1258,9,6,6,761.0881282,281
85,2401001,2013,3,38,2,2,Bottom,Primary,-3.36,35.8,0.1,93.6,94,1242,10,8,7,761.0881282,281
86,2401001,2013,5,52,1,1,Bottom,Primary,-3.36,35.8,0.4,94.3,94.7,1262,10,7,7,761.0881282,281
87,2401001,2013,14,42,1,2,Bottom,Primary,-3.36,35.8,4,94.4,93.8,1352,7,4,4,761.0881282,281
88,2401001,2013,8,49,1,1,Bottom,Primary,-3.36,35.8,3.9,95.6,95.1,1349,9,5,6,761.0881282,281
90,2502007,2013,6,39,1,1,Bottom,Primary,-2.14,35.75,101.3,171.1,170.3,1316,10,8,7,4583.586038,584
91,2502007,2013,6,49,2,1,Bottom,Primary,-2.14,35.75,101.4,171.1,170.3,1316,10,7,7,4583.586038,584
92,2502007,2013,7,44,1,1,Bottom,Primary,-2.14,35.75,101.9,170.6,169.8,1301,10,8,7,4583.586038,584
93,2502007,2013,11,51,1,3,Middle,Primary,-2.14,35.75,101.5,170.5,169.7,1299,11,10,8,4583.586038,584
94,2502007,2013,5,62,1,1,Bottom,None,-2.14,35.75,101,171.1,170.3,1298,9,7,6,4583.586038,584
95,2502007,2013,6,51,2,1,Bottom,None,-2.14,35.75,102.4,168.2,167.3,1255,9,5,6,4583.586038,584
96,2510001,2013,6,70,2,3,Middle,Primary,-3.21,35.36,9.8,120.2,120.5,2294,8,5,5,7197.746009,878
98,2510001,2013,4,37,2,4,Middle,Primary,-3.21,35.36,8.9,121.2,121.6,2459,7,4,4,7197.746009,878
99,2510001,2013,7,50,2,3,Middle,None,-3.21,35.36,8.4,121.2,121.5,2508,5,3,3,7197.746009,878
100,2510001,2013,7,44,2,1,Bottom,None,-3.21,35.36,10.1,120.9,121.3,2329,4,2,2,7197.746009,878
101,2510001,2013,6,46,2,1,Bottom,None,-3.21,35.36,11.1,120.9,121.3,2350,8,6,5,7197.746009,878
102,2510001,2013,6,46,1,1,Bottom,None,-3.21,35.36,10.5,121.4,121.8,2354,7,4,4,7197.746009,878
103,3106003,2013,5,41,1,1,Bottom,Primary,-3.2,37.62,11.1,31.1,22.8,1611,10,8,7,11451.716,804
104,3106003,2013,4,53,2,1,Bottom,Primary,-3.2,37.62,10.9,31,22.3,1595,10,7,7,11451.716,804
105,3106003,2013,6,70,1,1,Bottom,Primary,-3.2,37.62,11.2,31.3,22.4,1574,11,7,8,11451.716,804
106,3106003,2013,5,60,1,1,Bottom,Primary,-3.2,37.62,10.8,30.9,22.6,1615,10,7,7,11451.716,804
107,3106003,2013,9,83,1,1,Bottom,Primary,-3.2,37.62,10.4,30.3,22.8,1678,10,8,7,11451.716,804
108,3106003,2013,9,67,1,1,Bottom,Secondary,-3.2,37.62,10.5,30.3,23.2,1706,11,7,8,11451.716,804
109,3106003,2013,3,70,1,1,Bottom,Primary,-3.2,37.62,11.3,31.5,22.2,1544,11,7,8,11451.716,804
110,3106003,2013,5,46,1,4,Middle,Primary,-3.2,37.62,11.5,31.5,22.6,1561,11,8,8,11451.716,804
111,3112002,2013,2,68,2,1,Bottom,Primary,-3.11,37.6,19.1,36.4,31.7,1609,11,7,8,14121.93769,878
112,3112002,2013,5,52,1,1,Bottom,Primary,-3.11,37.6,18.5,35.1,32.3,1769,8,5,5,14121.93769,878
113,3112002,2013,8,50,1,1,Bottom,Primary,-3.11,37.6,19.1,35.8,32.5,1687,5,2,3,14121.93769,878
114,3112002,2013,5,53,2,1,Bottom,Secondary,-3.11,37.6,18.5,35.1,32.3,1769,11,6,8,14121.93769,878
115,3112002,2013,5,75,2,1,Bottom,None,-3.11,37.6,18.7,36.3,30.9,1561,8,4,5,14121.93769,878
116,3112002,2013,3,57,2,1,Bottom,None,-3.11,37.6,19.2,36.9,31.1,1523,8,5,5,14121.93769,878
117,3112002,2013,3,72,2,2,Bottom,Primary,-3.11,37.6,19.1,36.7,31.1,1530,9,5,6,14121.93769,878
118,3112002,2013,5,39,1,2,Bottom,Primary,-3.11,37.6,18.7,36.6,30.6,1496,12,10,9,14121.93769,878
119,3114002,2013,4,59,1,2,Bottom,Primary,-3.1,37.64,20.5,38.6,31.2,1391,10,6,7,7157.455419,759
120,3114002,2013,1,80,1,1,Bottom,None,-3.1,37.64,20.4,38.3,31.4,1433,11,6,8,7157.455419,759
121,3114002,2013,8,47,1,3,Middle,Primary,-3.1,37.64,21.3,39.5,31.3,1314,10,7,7,7157.455419,759
122,3114002,2013,4,63,2,2,Bottom,Primary,-3.1,37.64,21,39.3,31.2,1327,7,4,5,7157.455419,759
123,3114002,2013,5,73,2,1,Bottom,None,-3.1,37.64,21.7,40.4,30.4,1230,9,5,6,7157.455419,759
124,3114002,2013,10,47,1,1,Bottom,Primary,-3.1,37.64,21.1,39.6,30.8,1290,7,5,5,7157.455419,759
125,3114002,2013,4,45,2,1,Bottom,Primary,-3.1,37.64,22.6,41.6,30.2,1174,7,5,4,7157.455419,759
126,3114002,2013,3,71,1,1,Bottom,Primary,-3.1,37.64,22.2,41.1,30.2,1196,8,4,5,7157.455419,759
127,3204003,2013,3,79,1,1,Bottom,Primary,-3.64,37.66,10.9,46.8,23.8,1420,8,4,5,8449.571684,1609
129,3204003,2013,4,58,1,1,Bottom,Primary,-3.64,37.66,10.2,45.4,23.3,1196,9,6,6,8449.571684,1609
130,3204003,2013,4,54,1,3,Middle,Primary,-3.64,37.66,10.2,46.1,23.8,1340,10,5,7,8449.571684,1609
131,3204003,2013,3,82,1,2,Bottom,Primary,-3.64,37.66,10.3,46.6,24.1,1316,11,7,8,8449.571684,1609
132,3204003,2013,6,107,1,3,Middle,None,-3.64,37.66,10.7,46.6,23.8,1354,9,6,6,8449.571684,1609
133,3204003,2013,1,75,2,3,Middle,None,-3.64,37.66,10.4,46.4,23.9,1321,1,1,1,8449.571684,1609
134,3204003,2013,3,58,1,3,Middle,Primary,-3.64,37.66,10.2,46.3,24,1301,11,7,8,8449.571684,1609
135,3314001,2013,7,52,2,4,Middle,None,-4.37,38.06,22,24.1,44,529,10,6,7,4957.60215,837
136,3314001,2013,6,50,1,1,Bottom,Primary,-4.37,38.06,21.6,23.9,44.1,541,10,6,7,4957.60215,837
137,3314001,2013,8,45,1,1,Bottom,Primary,-4.37,38.06,24.9,25.1,44.2,511,7,5,4,4957.60215,837
138,3314001,2013,2,62,2,3,Middle,None,-4.37,38.06,22,24.1,44,523,8,6,5,4957.60215,837
139,3402001,2013,4,60,1,1,Bottom,Primary,-3.26,37.58,6,26.7,19.5,1606,10,7,7,13587.537,1155
140,3402001,2013,1,62,1,1,Bottom,Primary,-3.26,37.58,5.9,26.6,20.1,1642,8,5,5,13587.537,1155
141,3402001,2013,5,44,2,2,Bottom,Primary,-3.26,37.58,5.7,26.5,19.1,1583,10,7,7,13587.537,1155
142,3402001,2013,5,53,2,1,Bottom,Primary,-3.26,37.58,5.6,26.4,19.2,1578,12,8,9,13587.537,1155
143,3402001,2013,5,32,1,1,Bottom,Primary,-3.26,37.58,6.3,26.9,20.3,1694,8,5,5,13587.537,1155
144,3402001,2013,2,52,2,1,Bottom,Primary,-3.26,37.58,6.1,26.8,20.2,1661,11,7,8,13587.537,1155
145,3402001,2013,7,63,1,2,Bottom,Primary,-3.26,37.58,5.3,26,20.3,1643,10,6,7,13587.537,1155
146,3402001,2013,4,51,1,1,Bottom,Primary,-3.26,37.58,5.6,26,21.5,1764,7,4,4,13587.537,1155
147,3414003,2013,5,50,2,2,Bottom,Primary,-3.33,37.38,2.7,6.2,6.5,1031,11,8,8,8504.296963,884
148,3414003,2013,7,82,2,1,Bottom,Primary,-3.33,37.38,2.6,6,6.3,1015,9,6,6,8504.296963,884
149,3414003,2013,2,71,2,4,Middle,Primary,-3.33,37.38,1.2,4.5,4.8,905,11,8,8,8504.296963,884
150,3414003,2013,5,35,1,4,Middle,Primary,-3.33,37.38,1.5,4.9,5.3,934,11,9,8,8504.296963,884
151,3414003,2013,4,48,2,5,Rich,Primary,-3.33,37.38,1.7,5.8,6.2,934,11,7,8,8504.296963,884
152,3414003,2013,3,53,2,4,Middle,Secondary,-3.33,37.38,3.4,7,7.4,1079,8,5,5,8504.296963,884
153,3431003,2013,9,72,1,4,Middle,Primary,-3.31,37.47,4.1,16.7,17.1,1468,10,7,7,13175.17689,1057
154,3431003,2013,2,71,1,5,Rich,Primary,-3.31,37.47,4.2,16.6,16.9,1483,10,7,7,13175.17689,1057
155,3431003,2013,5,83,1,2,Bottom,Primary,-3.31,37.47,4.7,16.1,16.4,1421,11,9,8,13175.17689,1057
156,3431003,2013,7,48,1,4,Middle,Primary,-3.31,37.47,4,16.8,17.1,1439,11,7,8,13175.17689,1057
157,3431003,2013,4,89,1,4,Middle,Primary,-3.31,37.47,4.4,16.3,16.7,1398,10,7,7,13175.17689,1057
158,3431003,2013,3,85,2,4,Middle,Primary,-3.31,37.47,4.1,16.6,17,1383,11,9,8,13175.17689,1057
159,3431003,2013,2,84,2,4,Middle,Primary,-3.31,37.47,4,16.8,17.1,1525,9,6,6,13175.17689,1057
160,3431003,2013,7,51,1,3,Middle,Secondary,-3.31,37.47,4.3,16.5,16.8,1493,10,8,7,13175.17689,1057
161,3504002,2013,6,38,1,5,Rich,Primary,-3.21,37.19,13,22.6,22.5,1589,10,7,7,18552.72459,897
162,3504002,2013,3,51,2,3,Middle,Primary,-3.21,37.19,12.3,21.9,21.8,1589,11,8,8,18552.72459,897
163,3504002,2013,7,66,1,3,Middle,Primary,-3.21,37.19,13.7,22.7,22.6,1707,8,5,5,18552.72459,897
164,3504002,2013,2,67,2,4,Middle,None,-3.21,37.19,13.9,22.9,22.8,1724,6,4,3,18552.72459,897
165,3504002,2013,6,64,1,4,Middle,Primary,-3.21,37.19,11.3,21.6,21.5,1538,11,7,8,18552.72459,897
166,3504002,2013,3,62,1,4,Middle,Primary,-3.21,37.19,11.4,21.6,21.5,1552,12,8,9,18552.72459,897
167,3504002,2013,7,48,1,5,Rich,Primary,-3.21,37.19,10.5,20.6,20.5,1452,10,7,7,18552.72459,897
168,3504002,2013,4,31,1,3,Middle,Primary,-3.21,37.19,14.2,23.9,23.8,1735,10,6,7,18552.72459,897
169,3510004,2013,9,56,1,4,Middle,Primary,-3.31,37.07,0.9,26.9,26.5,935,12,9,9,49.45630873,79
170,3510004,2013,11,36,1,4,Middle,Primary,-3.31,37.07,1.4,26.6,26.2,947,11,9,8,49.45630873,79
171,3510004,2013,7,66,1,5,Rich,None,-3.31,37.07,0.8,29.8,29.4,944,7,5,4,49.45630873,79
172,3510004,2013,5,71,1,4,Middle,None,-3.31,37.07,6,32.4,32.1,1057,10,8,7,49.45630873,79
173,3510004,2013,7,56,2,4,Middle,None,-3.31,37.07,6,31.2,30.9,1053,4,2,2,49.45630873,79
174,3510004,2013,6,47,1,5,Rich,Primary,-3.31,37.07,8.6,33.1,32.8,1121,9,6,6,49.45630873,79
175,3510004,2013,12,60,1,4,Middle,Primary,-3.31,37.07,8.7,32.4,32.1,1119,11,8,8,49.45630873,79
176,3510004,2013,3,37,1,5,Rich,Primary,-3.31,37.07,7.8,31.4,31.1,1098,9,6,6,49.45630873,79
177,4115002,2013,6,37,1,4,Middle,None,-4.71,38.65,40.4,39.6,33,624,10,5,7,11172.89304,1286
178,4115002,2013,4,70,1,5,Rich,None,-4.71,38.65,40.4,40.2,32.3,621,9,4,6,11172.89304,1286
179,4115002,2013,7,67,1,4,Middle,None,-4.71,38.65,40.9,39.6,33.7,517,7,3,4,11172.89304,1286
180,4115002,2013,5,33,1,5,Rich,Primary,-4.71,38.65,42.6,42.1,32.7,980,11,6,8,11172.89304,1286
181,4115002,2013,9,52,1,4,Middle,Primary,-4.71,38.65,42.2,42,32.4,1081,8,5,5,11172.89304,1286
182,4115002,2013,5,75,2,3,Middle,Primary,-4.71,38.65,42.3,41.7,32.8,1035,11,7,8,11172.89304,1286
183,4115002,2013,10,47,1,3,Middle,None,-4.71,38.65,42.7,42,33,906,10,5,7,11172.89304,1286
184,4115002,2013,11,51,1,4,Middle,Primary,-4.71,38.65,43.3,42.9,32.6,1076,9,5,6,11172.89304,1286
185,4127004,2013,5,82,1,4,Middle,None,-4.72,38.28,14.6,54.1,20,1845,9,6,6,17903.03614,1437
186,4127004,2013,6,39,1,3,Middle,Primary,-4.72,38.28,15.8,53,19.1,1849,11,7,8,17903.03614,1437
187,4127004,2013,6,58,1,2,Bottom,Primary,-4.72,38.28,16.7,52.6,18.4,1876,10,7,7,17903.03614,1437
188,4127004,2013,8,44,1,1,Bottom,Primary,-4.72,38.28,15.7,55.2,18.8,1795,9,6,6,17903.03614,1437
189,4127004,2013,7,42,1,4,Middle,Primary,-4.72,38.28,14.7,54.5,19.8,1788,9,6,6,17903.03614,1437
190,4204005,2013,3,89,2,4,Middle,None,-5.03,38.56,17.6,7.6,55,331,6,3,3,8972.97083,901
191,4204005,2013,6,48,2,5,Rich,None,-5.03,38.56,17.1,6.7,56,316,3,2,2,8972.97083,901
192,4204005,2013,4,50,1,5,Rich,Primary,-5.03,38.56,17.1,6.7,56,316,8,5,5,8972.97083,901
193,4204005,2013,2,75,2,5,Rich,None,-5.03,38.56,17,6.6,56.1,319,7,3,4,8972.97083,901
195,4204005,2013,5,72,2,3,Middle,None,-5.03,38.56,16,5.4,57.1,316,7,5,4,8972.97083,901
196,4204005,2013,2,45,2,5,Rich,Primary,-5.03,38.56,20.9,11.2,52.1,343,9,7,6,8972.97083,901
197,4212002,2013,4,44,2,4,Middle,Primary,-4.98,38.51,16,14.3,48.6,1330,10,6,7,7931.182052,1184
198,4212002,2013,5,39,1,5,Rich,Primary,-4.98,38.51,15.6,13.7,49.3,1258,9,5,6,7931.182052,1184
199,4212002,2013,9,40,1,4,Middle,Primary,-4.98,38.51,15.9,14,48.9,1253,11,8,8,7931.182052,1184
200,4212002,2013,5,32,1,5,Rich,Primary,-4.98,38.51,15.7,14.1,48.9,1318,7,4,4,7931.182052,1184
201,4212002,2013,7,40,1,5,Rich,None,-4.98,38.51,15.8,14,48.9,1271,8,3,5,7931.182052,1184
202,4212002,2013,7,34,1,3,Middle,Primary,-4.98,38.51,15.5,14,49.1,1271,8,5,5,7931.182052,1184
203,4212002,2013,9,51,1,4,Middle,Primary,-4.98,38.51,15.8,14.8,48.1,1381,7,4,4,7931.182052,1184
204,4212002,2013,7,34,2,5,Rich,Primary,-4.98,38.51,15.7,14.6,48.4,1354,8,5,5,7931.182052,1184
205,4309003,2013,9,83,1,4,Middle,Primary,-5.08,38.6,19.6,9.2,62.9,954,10,6,7,18775.03639,495
206,4309003,2013,6,57,1,5,Rich,Secondary,-5.08,38.6,19.7,9.5,62.7,929,11,7,8,18775.03639,495
207,4309003,2013,6,43,1,5,Rich,Primary,-5.08,38.6,18.9,10,63.3,965,11,7,8,18775.03639,495
208,4309003,2013,3,73,2,3,Middle,Primary,-5.08,38.6,18.6,9.4,63.9,951,10,5,7,18775.03639,495
209,4309003,2013,4,49,1,4,Middle,Primary,-5.08,38.6,19.2,9.1,63.3,964,10,6,7,18775.03639,495
210,4309003,2013,5,53,1,5,Rich,Primary,-5.08,38.6,20.5,9.7,61.8,941,11,7,8,18775.03639,495
211,4309003,2013,2,78,1,3,Middle,Primary,-5.08,38.6,18.7,9.2,63.8,960,12,8,9,18775.03639,495
212,4334001,2013,4,58,2,3,Middle,Primary,-5.24,38.7,0.7,24.7,84.1,250,10,6,7,10311.79469,3417
213,4334001,2013,5,70,1,5,Rich,Primary,-5.24,38.7,0.6,24.7,84.1,250,10,7,7,10311.79469,3417
214,4334001,2013,5,34,1,5,Rich,Primary,-5.24,38.7,0.7,24.8,84.1,250,9,6,6,10311.79469,3417
215,4334001,2013,6,44,1,3,Middle,Primary,-5.24,38.7,1,25.3,84.4,250,10,6,7,10311.79469,3417
216,4334001,2013,2,42,2,5,Rich,Primary,-5.24,38.7,0.8,24.5,84.1,250,12,7,9,10311.79469,3417
217,4334001,2013,7,38,1,5,Rich,Primary,-5.24,38.7,1.2,24.6,84.4,244,10,7,7,10311.79469,3417
218,4334001,2013,15,44,1,5,Rich,Primary,-5.24,38.7,0.3,23.2,82.7,247,8,6,5,10311.79469,3417
219,4424003,2013,3,44,2,4,Middle,None,-4.99,39.08,0,9.4,89.7,62,9,6,6,7263.615749,2270
220,4424003,2013,11,102,1,2,Bottom,None,-4.99,39.08,0.1,9.4,89.6,66,10,6,7,7263.615749,2270
221,4424003,2013,4,58,1,4,Middle,Primary,-4.99,39.08,0.1,9.4,89.8,59,10,5,7,7263.615749,2270
222,4424003,2013,8,50,1,4,Middle,Primary,-4.99,39.08,0,8.5,89.4,69,12,9,9,7263.615749,2270
223,4424003,2013,4,45,2,4,Middle,Primary,-4.99,39.08,0.8,9,90.5,39,11,7,8,7263.615749,2270
224,4510004,2013,6,63,1,5,Rich,None,-5.54,38.86,36.7,56.8,120.4,127,7,4,4,9072.44153,2729
225,4510004,2013,1,62,2,4,Middle,Primary,-5.54,38.86,39.5,57.9,123.2,80,6,4,3,9072.44153,2729
226,4510004,2013,5,37,1,4,Middle,None,-5.54,38.86,37.1,56.7,120.8,131,11,9,8,9072.44153,2729
227,4510004,2013,7,40,2,3,Middle,Primary,-5.54,38.86,37.1,56.8,120.8,133,8,5,5,9072.44153,2729
228,4510004,2013,7,54,1,2,Bottom,Primary,-5.54,38.86,34.7,57.2,118.5,135,11,9,8,9072.44153,2729
229,4603001,2013,7,33,2,3,Middle,None,-5.73,38.19,12.8,76.5,129.4,526,7,6,5,19438.60861,1467
230,4603001,2013,5,30,1,4,Middle,None,-5.73,38.19,14.6,83.2,131.8,616,10,6,7,19438.60861,1467
231,4603001,2013,6,47,1,2,Bottom,Primary,-5.73,38.19,18.1,78.5,129.5,532,9,6,6,19438.60861,1467
232,4617003,2013,4,49,2,1,Bottom,Primary,-5.63,38.4,0.1,58.4,117.2,388,7,4,5,10893.72021,2216
